"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","df.int","iterations","robynPareto","total_spend","mean_spend","spend_share","effect_share","roi_mean","roi_total","cpa_total","mean_response","next_unit_response","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"983","search_S",96159.9154043068,3930714.90188566,0.0109721315606051,19852.095464069,0.00603490791229357,3930714.90188566,0.0109721315606051,19852.095464069,0.00603490791229357,TRUE,0.7512638,0.898502474888664,0.97526104037874,0.975266039852274,0.071124994505915,0.211343592227544,0.26475585310806,0.211343592227544,0.049155077407952,0,7411.82954424217,1.31917e-05,65481090.2648517,1e-04,"6_146_3",6,146,3,0,2323,3,8975900,53747.9041916168,0.140475876416369,0.146559230254643,0.0999603431382216,0.437918749304878,2.28352862622879,5372.65894595427,0.552021216921275,3,FALSE,0.35617744942999,0.0268777533291748,0.033772563874361,0.680070755244852,3.44131529873989e-05
"984","newsletter",148571.815639349,7442785.23926274,0.0207756657149937,37589.8244407209,0.0114270621632673,7442785.23926274,0.0207756657149937,37589.8244407209,0.0114270621632673,TRUE,0.7512638,0.898502474888664,0.97526104037874,0.975266039852274,0.071124994505915,0.211343592227544,0.26475585310806,0.211343592227544,0.049155077407952,0,7411.82954424217,1.31917e-05,65481090.2648517,1e-04,"6_146_3",6,146,3,0,2323,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0.680180158471338
"985","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,0.7497662,0.898502977618452,0.979911408721445,0.976977432404293,0.071124818360252,0.190446550306924,0.255432186001931,0.190446550306924,0.102206447646786,0,20096.4286620793,0.000206925,65481090.2648517,1e-04,"6_146_14",6,146,14,0,2334,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"986","trend",0.393898010240492,140262392.466257,0.392279429584825,708395.92154675,0.215760509142628,140262392.466257,0.392279429584825,708395.92154675,0.215760509142628,TRUE,0.7497662,0.898502977618452,0.979911408721445,0.976977432404293,0.071124818360252,0.190446550306924,0.255432186001931,0.190446550306924,0.102206447646786,0,20096.4286620793,0.000206925,65481090.2648517,1e-04,"6_146_14",6,146,14,0,2334,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"987","season",0.366098300772103,-2787922.82912639,-0.00779713476938813,-14080.4183289212,-0.00428855973783121,-2787922.82912639,-0.00779713476938813,-14080.4183289212,-0.00428855973783121,FALSE,0.7497662,0.898502977618452,0.979911408721445,0.976977432404293,0.071124818360252,0.190446550306924,0.255432186001931,0.190446550306924,0.102206447646786,0,20096.4286620793,0.000206925,65481090.2648517,1e-04,"6_146_14",6,146,14,0,2334,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"988","holiday",0.89963021801436,2571224.00954906,0.0071910814443249,67663.7897249754,0.0206087772071073,2571224.00954906,0.0071910814443249,67663.7897249754,0.0206087772071073,TRUE,0.7497662,0.898502977618452,0.979911408721445,0.976977432404293,0.071124818360252,0.190446550306924,0.255432186001931,0.190446550306924,0.102206447646786,0,20096.4286620793,0.000206925,65481090.2648517,1e-04,"6_146_14",6,146,14,0,2334,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"989","competitor_sales_B",0.170153377564767,183525870.693045,0.513276742280335,926898.336833559,0.282311135617494,183525870.693045,0.513276742280335,926898.336833559,0.282311135617494,TRUE,0.7497662,0.898502977618452,0.979911408721445,0.976977432404293,0.071124818360252,0.190446550306924,0.255432186001931,0.190446550306924,0.102206447646786,0,20096.4286620793,0.000206925,65481090.2648517,1e-04,"6_146_14",6,146,14,0,2334,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"990","events",0.984953677004416,2874491.39544476,0.0080392457673416,1437245.69772238,0.43775077477372,2874491.39544476,0.0080392457673416,1437245.69772238,0.43775077477372,TRUE,0.7497662,0.898502977618452,0.979911408721445,0.976977432404293,0.071124818360252,0.190446550306924,0.255432186001931,0.190446550306924,0.102206447646786,0,20096.4286620793,0.000206925,65481090.2648517,1e-04,"6_146_14",6,146,14,0,2334,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"991","tv_S",203699.412188948,10358693.1710974,0.0289707182157177,52316.6321772598,0.0159343989030127,10358693.1710974,0.0289707182157177,52316.6321772598,0.0159343989030127,TRUE,0.7497662,0.898502977618452,0.979911408721445,0.976977432404293,0.071124818360252,0.190446550306924,0.255432186001931,0.190446550306924,0.102206447646786,0,20096.4286620793,0.000206925,65481090.2648517,1e-04,"6_146_14",6,146,14,0,2334,1,21871508.1,254319.861627907,0.342296512761419,0.345740904525785,0.799393614168526,0.473615862414968,2.11141576825784,203301.673341572,0.0127553991915192,3,FALSE,0.475858724179475,0.00368103164257572,0.431592701335139,0.520106204076154,0.0125167279251458
"992","ooh_S",81930.9434325607,8343043.22204468,0.0233334408361285,42136.5819295186,0.0128337982957219,8343043.22204468,0.0233334408361285,42136.5819295186,0.0128337982957219,TRUE,0.7497662,0.898502977618452,0.979911408721445,0.976977432404293,0.071124818360252,0.190446550306924,0.255432186001931,0.190446550306924,0.102206447646786,0,20096.4286620793,0.000206925,65481090.2648517,1e-04,"6_146_14",6,146,14,0,2334,1,15661807,190997.646341463,0.245112586435792,0.278464789181688,0.224853312770961,0.532699912726844,1.87722951723624,42946.4535113345,0.127650154761795,3,FALSE,0.482509006574599,0.00973080177163868,0.36519679095471,0.599182106191916,0.857873181159059
"993","print_S",126204.190153949,3300581.20616078,0.00923091421788365,16669.6020513171,0.00507716337206469,3300581.20616078,0.00923091421788365,16669.6020513171,0.00507716337206469,TRUE,0.7497662,0.898502977618452,0.979911408721445,0.976977432404293,0.071124818360252,0.190446550306924,0.255432186001931,0.190446550306924,0.102206447646786,0,20096.4286620793,0.000206925,65481090.2648517,1e-04,"6_146_14",6,146,14,0,2334,1,5084592.32,62772.744691358,0.0795755926839583,0.110163117376893,0.451172645254405,0.649133892835046,1.54051423140544,28321.3452722794,1.73560011920199,3,FALSE,0.517626171992609,0.0244017478832834,0.223619938672092,0.810380496003576,0.000163490400100289
"994","facebook_S",245763.190348682,3102389.72860811,0.00867662137861358,15668.6349929703,0.00477229266971458,3102389.72860811,0.00867662137861358,15668.6349929703,0.00477229266971458,TRUE,0.7497662,0.898502977618452,0.979911408721445,0.976977432404293,0.071124818360252,0.190446550306924,0.255432186001931,0.190446550306924,0.102206447646786,0,20096.4286620793,0.000206925,65481090.2648517,1e-04,"6_146_14",6,146,14,0,2334,1,12302572.72,135193.106813187,0.192539431702461,0.103548103341189,0.216482773364993,0.252174061411125,3.96551490825092,29266.9787027484,0.365222426542459,3,FALSE,0.383539295603642,0.0146759242239654,0.207109313428006,0.56000425842118,0.00408664346905171
"995","search_S",106962.611320935,4856147.85439768,0.0135814517120901,24525.9992646348,0.00747003466227621,4856147.85439768,0.0135814517120901,24525.9992646348,0.00747003466227621,TRUE,0.7497662,0.898502977618452,0.979911408721445,0.976977432404293,0.071124818360252,0.190446550306924,0.255432186001931,0.190446550306924,0.102206447646786,0,20096.4286620793,0.000206925,65481090.2648517,1e-04,"6_146_14",6,146,14,0,2334,1,8975900,53747.9041916168,0.140475876416369,0.162083085574445,0.103240608551077,0.541020717075467,1.84835805439316,5548.96633708752,0.775461223533966,3,FALSE,0.35617744942999,0.0268777533291748,0.033772563874361,0.680070755244852,4.23399972001121e-08
"996","newsletter",258248.950912188,1150436.9523955,0.00321748933212857,5810.2876383611,0.00176967509409239,1150436.9523955,0.00321748933212857,5810.2876383611,0.00176967509409239,TRUE,0.7497662,0.898502977618452,0.979911408721445,0.976977432404293,0.071124818360252,0.190446550306924,0.255432186001931,0.190446550306924,0.102206447646786,0,20096.4286620793,0.000206925,65481090.2648517,1e-04,"6_146_14",6,146,14,0,2334,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0.136032978547695
"997","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,0.7476626,0.898571342644385,0.980600597455925,0.978175622290876,0.0711008606666684,0.187151169983226,0.248696501741949,0.187151169983226,0.159360605472147,0,22772.3731999879,0.000247795,65481090.2648517,1e-04,"6_147_3",6,147,3,0,2339,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"998","trend",0.365416570618029,130120490.86109,0.364690082064729,657174.196268132,0.200123648905873,130120490.86109,0.364690082064729,657174.196268132,0.200123648905873,TRUE,0.7476626,0.898571342644385,0.980600597455925,0.978175622290876,0.0711008606666684,0.187151169983226,0.248696501741949,0.187151169983226,0.159360605472147,0,22772.3731999879,0.000247795,65481090.2648517,1e-04,"6_147_3",6,147,3,0,2339,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"999","season",0.34590431597095,-2634140.98660095,-0.00738273492680797,-13303.7423565705,-0.00405127511034263,-2634140.98660095,-0.00738273492680797,-13303.7423565705,-0.00405127511034263,FALSE,0.7476626,0.898571342644385,0.980600597455925,0.978175622290876,0.0711008606666684,0.187151169983226,0.248696501741949,0.187151169983226,0.159360605472147,0,22772.3731999879,0.000247795,65481090.2648517,1e-04,"6_147_3",6,147,3,0,2339,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"1000","holiday",0.898463994608637,2567890.83825129,0.00719705493222333,67576.0746908235,0.0205783652533212,2567890.83825129,0.00719705493222333,67576.0746908235,0.0205783652533212,TRUE,0.7476626,0.898571342644385,0.980600597455925,0.978175622290876,0.0711008606666684,0.187151169983226,0.248696501741949,0.187151169983226,0.159360605472147,0,22772.3731999879,0.000247795,65481090.2648517,1e-04,"6_147_3",6,147,3,0,2339,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"1001","competitor_sales_B",0.181218798449613,195460932.056746,0.547820430744614,987176.424529019,0.300616410857976,195460932.056746,0.547820430744614,987176.424529019,0.300616410857976,TRUE,0.7476626,0.898571342644385,0.980600597455925,0.978175622290876,0.0711008606666684,0.187151169983226,0.248696501741949,0.187151169983226,0.159360605472147,0,22772.3731999879,0.000247795,65481090.2648517,1e-04,"6_147_3",6,147,3,0,2339,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"1002","events",0.988067953967454,2883580.10950542,0.00808184060647603,1441790.05475271,0.439056019472173,2883580.10950542,0.00808184060647603,1441790.05475271,0.439056019472173,TRUE,0.7476626,0.898571342644385,0.980600597455925,0.978175622290876,0.0711008606666684,0.187151169983226,0.248696501741949,0.187151169983226,0.159360605472147,0,22772.3731999879,0.000247795,65481090.2648517,1e-04,"6_147_3",6,147,3,0,2339,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"1003","tv_S",216866.251632674,10890277.0708362,0.0305222952387316,55001.3993476574,0.0167491066978706,10890277.0708362,0.0305222952387316,55001.3993476574,0.0167491066978706,TRUE,0.7476626,0.898571342644385,0.980600597455925,0.978175622290876,0.0711008606666684,0.187151169983226,0.248696501741949,0.187151169983226,0.159360605472147,0,22772.3731999879,0.000247795,65481090.2648517,1e-04,"6_147_3",6,147,3,0,2339,3,21871508.1,254319.861627907,0.342296512761419,0.420678697022451,0.850504426932516,0.497920720466284,2.00835184979556,216300.1681714,0.0174911099893507,3,FALSE,0.475858724179475,0.00368103164257572,0.431592701335139,0.520106204076154,0.00158211482148147
"1004","ooh_S",74271.5646274718,7213757.0053567,0.0202180733938903,36433.1161886702,0.0110946659106401,7213757.0053567,0.0202180733938903,36433.1161886702,0.0110946659106401,TRUE,0.7476626,0.898571342644385,0.980600597455925,0.978175622290876,0.0711008606666684,0.187151169983226,0.248696501741949,0.187151169983226,0.159360605472147,0,22772.3731999879,0.000247795,65481090.2648517,1e-04,"6_147_3",6,147,3,0,2339,3,15661807,190997.646341463,0.245112586435792,0.278659016470463,0.218576967745876,0.460595447597886,2.17110265682224,41747.6863839162,0.0865798534723581,3,FALSE,0.482509006574599,0.00973080177163868,0.36519679095471,0.599182106191916,0.843098265834838
"1005","print_S",118245.879822747,3578805.86754938,0.010030357224241,18074.7771088352,0.00550415760192845,3578805.86754938,0.010030357224241,18074.7771088352,0.00550415760192845,TRUE,0.7476626,0.898571342644385,0.980600597455925,0.978175622290876,0.0711008606666684,0.187151169983226,0.248696501741949,0.187151169983226,0.159360605472147,0,22772.3731999879,0.000247795,65481090.2648517,1e-04,"6_147_3",6,147,3,0,2339,3,5084592.32,62772.744691358,0.0795755926839583,0.138245095093929,0.348816692988228,0.703853060838785,1.42075108518857,21896.1812130338,1.33538063284868,3,FALSE,0.517626171992609,0.0244017478832834,0.223619938672092,0.810380496003576,0.0809824354961355
"1006","facebook_S",206663.656552142,2987044.24300211,0.00837182063257311,15086.0820353642,0.00459403580018017,2987044.24300211,0.00837182063257311,15086.0820353642,0.00459403580018017,TRUE,0.7476626,0.898571342644385,0.980600597455925,0.978175622290876,0.0711008606666684,0.187151169983226,0.248696501741949,0.187151169983226,0.159360605472147,0,22772.3731999879,0.000247795,65481090.2648517,1e-04,"6_147_3",6,147,3,0,2339,3,12302572.72,135193.106813187,0.192539431702461,0.115386033975172,0.217192309909204,0.242798340719917,4.11864429153395,29362.9031525578,0.351237757644412,3,FALSE,0.383539295603642,0.0146759242239654,0.207109313428006,0.56000425842118,0.00404778824811967
"1007","search_S",9016.34585017207,1217514.31457542,0.00341234030366131,6149.06219482533,0.0018725214269909,1217514.31457542,0.00341234030366131,6149.06219482533,0.0018725214269909,TRUE,0.7476626,0.898571342644385,0.980600597455925,0.978175622290876,0.0711008606666684,0.187151169983226,0.248696501741949,0.187151169983226,0.159360605472147,0,22772.3731999879,0.000247795,65481090.2648517,1e-04,"6_147_3",6,147,3,0,2339,3,8975900,53747.9041916168,0.140475876416369,0.0470311574379846,0.166595585599125,0.135642588996693,7.37231578515787,8954.16357352805,0.00695953290414764,3,FALSE,0.35617744942999,0.0268777533291748,0.033772563874361,0.680070755244852,0.000889758976363414
"1008","newsletter",314525.253344683,2511297.35862919,0.00703843978566853,12683.3199930767,0.00386234318338894,2511297.35862919,0.00703843978566853,12683.3199930767,0.00386234318338894,TRUE,0.7476626,0.898571342644385,0.980600597455925,0.978175622290876,0.0711008606666684,0.187151169983226,0.248696501741949,0.187151169983226,0.159360605472147,0,22772.3731999879,0.000247795,65481090.2648517,1e-04,"6_147_3",6,147,3,0,2339,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0.0536528606865634
"1009","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,0.7484162,0.898098036031969,0.978071518305746,0.973011700371925,0.0712665600888142,0.198976895383717,0.276558176680668,0.198976895383717,0.093140802549196,0,6617.87673437016,1.06557e-06,65481090.2648517,1e-04,"6_148_11",6,148,11,0,2363,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"1010","trend",0.35004370995005,124646398.176477,0.347948333527235,629527.26351756,0.190998822983373,124646398.176477,0.347948333527235,629527.26351756,0.190998822983373,TRUE,0.7484162,0.898098036031969,0.978071518305746,0.973011700371925,0.0712665600888142,0.198976895383717,0.276558176680668,0.198976895383717,0.093140802549196,0,6617.87673437016,1.06557e-06,65481090.2648517,1e-04,"6_148_11",6,148,11,0,2363,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"1011","season",0.318450022335103,-2425070.22111667,-0.00676954291875647,-12247.8293995791,-0.00371599632770396,-2425070.22111667,-0.00676954291875647,-12247.8293995791,-0.00371599632770396,FALSE,0.7484162,0.898098036031969,0.978071518305746,0.973011700371925,0.0712665600888142,0.198976895383717,0.276558176680668,0.198976895383717,0.093140802549196,0,6617.87673437016,1.06557e-06,65481090.2648517,1e-04,"6_148_11",6,148,11,0,2363,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"1012","holiday",0.914805591657963,2614596.59117758,0.00729860260749929,68805.1734520416,0.0208755170841623,2614596.59117758,0.00729860260749929,68805.1734520416,0.0208755170841623,TRUE,0.7484162,0.898098036031969,0.978071518305746,0.973011700371925,0.0712665600888142,0.198976895383717,0.276558176680668,0.198976895383717,0.093140802549196,0,6617.87673437016,1.06557e-06,65481090.2648517,1e-04,"6_148_11",6,148,11,0,2363,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"1013","competitor_sales_B",0.185877440008372,200485700.066376,0.55965247495857,1012554.04073927,0.307209300051014,200485700.066376,0.55965247495857,1012554.04073927,0.307209300051014,TRUE,0.7484162,0.898098036031969,0.978071518305746,0.973011700371925,0.0712665600888142,0.198976895383717,0.276558176680668,0.198976895383717,0.093140802549196,0,6617.87673437016,1.06557e-06,65481090.2648517,1e-04,"6_148_11",6,148,11,0,2363,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"1014","events",0.990763011177959,2891445.37154027,0.00807142134254095,1445722.68577013,0.438632839822599,2891445.37154027,0.00807142134254095,1445722.68577013,0.438632839822599,TRUE,0.7484162,0.898098036031969,0.978071518305746,0.973011700371925,0.0712665600888142,0.198976895383717,0.276558176680668,0.198976895383717,0.093140802549196,0,6617.87673437016,1.06557e-06,65481090.2648517,1e-04,"6_148_11",6,148,11,0,2363,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"1015","tv_S",210767.811312949,10676618.5914666,0.0298036020370765,53922.3161185182,0.0163600522297111,10676618.5914666,0.0298036020370765,53922.3161185182,0.0163600522297111,TRUE,0.7484162,0.898098036031969,0.978071518305746,0.973011700371925,0.0712665600888142,0.198976895383717,0.276558176680668,0.198976895383717,0.093140802549196,0,6617.87673437016,1.06557e-06,65481090.2648517,1e-04,"6_148_11",6,148,11,0,2363,3,21871508.1,254319.861627907,0.342296512761419,0.414869875543772,0.826110679260271,0.488151916303687,2.04854260856345,210096.353638808,0.0199294092890341,3,FALSE,0.475858724179475,0.00368103164257572,0.431592701335139,0.520106204076154,0.00887583684709474
"1016","ooh_S",69747.1996020319,6619514.84011604,0.018478264844173,33431.8931318992,0.0101432497182397,6619514.84011604,0.018478264844173,33431.8931318992,0.0101432497182397,TRUE,0.7484162,0.898098036031969,0.978071518305746,0.973011700371925,0.0712665600888142,0.198976895383717,0.276558176680668,0.198976895383717,0.093140802549196,0,6617.87673437016,1.06557e-06,65481090.2648517,1e-04,"6_148_11",6,148,11,0,2363,3,15661807,190997.646341463,0.245112586435792,0.257219762451199,0.164722813412113,0.422653327302274,2.36600527052001,31461.6696604576,0.0957983378539211,3,FALSE,0.482509006574599,0.00973080177163868,0.36519679095471,0.599182106191916,0.872176256038228
"1017","print_S",107887.878427767,1639554.77783812,0.00457678971090437,8280.5796860511,0.00251233118136698,1639554.77783812,0.00457678971090437,8280.5796860511,0.00251233118136698,TRUE,0.7484162,0.898098036031969,0.978071518305746,0.973011700371925,0.0712665600888142,0.198976895383717,0.276558176680668,0.198976895383717,0.093140802549196,0,6617.87673437016,1.06557e-06,65481090.2648517,1e-04,"6_148_11",6,148,11,0,2363,3,5084592.32,62772.744691358,0.0795755926839583,0.0637094863698283,0.0406108783287099,0.322455503736063,3.10120307581576,2549.25629701991,0.198736809213187,3,FALSE,0.517626171992609,0.0244017478832834,0.223619938672092,0.810380496003576,0.0453710746063201
"1018","facebook_S",284207.297684987,4530691.22298928,0.0126473486906026,22882.2789039863,0.00694249255134403,4530691.22298928,0.0126473486906026,22882.2789039863,0.00694249255134403,TRUE,0.7484162,0.898098036031969,0.978071518305746,0.973011700371925,0.0712665600888142,0.198976895383717,0.276558176680668,0.198976895383717,0.093140802549196,0,6617.87673437016,1.06557e-06,65481090.2648517,1e-04,"6_148_11",6,148,11,0,2363,3,12302572.72,135193.106813187,0.192539431702461,0.176052678823907,0.3621314998071,0.36827185062063,2.71538538260459,48957.6825338408,0.431897360678704,3,FALSE,0.383539295603642,0.0146759242239654,0.207109313428006,0.56000425842118,0.0200571851517688
"1019","search_S",53663.400504163,2268481.59473178,0.0063324283900013,11456.9777511706,0.00347605162196323,2268481.59473178,0.0063324283900013,11456.9777511706,0.00347605162196323,TRUE,0.7484162,0.898098036031969,0.978071518305746,0.973011700371925,0.0712665600888142,0.198976895383717,0.276558176680668,0.198976895383717,0.093140802549196,0,6617.87673437016,1.06557e-06,65481090.2648517,1e-04,"6_148_11",6,148,11,0,2363,3,8975900,53747.9041916168,0.140475876416369,0.0881481968112934,0.161408473542651,0.252730266015863,3.95678766838806,8675.36717168553,0.451097945802758,3,FALSE,0.35617744942999,0.0268777533291748,0.033772563874361,0.680070755244852,0.00121751892081424
"1020","newsletter",328568.77642891,4284559.75192258,0.0119602768101539,21639.1906662756,0.00656533908393018,4284559.75192258,0.0119602768101539,21639.1906662756,0.00656533908393018,TRUE,0.7484162,0.898098036031969,0.978071518305746,0.973011700371925,0.0712665600888142,0.198976895383717,0.276558176680668,0.198976895383717,0.093140802549196,0,6617.87673437016,1.06557e-06,65481090.2648517,1e-04,"6_148_11",6,148,11,0,2363,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0.268487139099814
"1021","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,0.7491605,0.898913761858692,0.973943036426827,0.974510899629879,0.0709807423279202,0.216900359555894,0.268767032025603,0.216900359555894,0.0379368847917179,0,13231.6193406675,0.000102078,65481090.2648517,1e-04,"6_149_5",6,149,5,0,2373,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"1022","trend",0.357408022195547,127268742.10198,0.355115109882253,642771.424757477,0.195730767872885,127268742.10198,0.355115109882253,642771.424757477,0.195730767872885,TRUE,0.7491605,0.898913761858692,0.973943036426827,0.974510899629879,0.0709807423279202,0.216900359555894,0.268767032025603,0.216900359555894,0.0379368847917179,0,13231.6193406675,0.000102078,65481090.2648517,1e-04,"6_149_5",6,149,5,0,2373,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"1023","season",0.336681281944136,-2563905.45952275,-0.00715400776301035,-12949.0174723371,-0.00394311420115827,-2563905.45952275,-0.00715400776301035,-12949.0174723371,-0.00394311420115827,FALSE,0.7491605,0.898913761858692,0.973943036426827,0.974510899629879,0.0709807423279202,0.216900359555894,0.268767032025603,0.216900359555894,0.0379368847917179,0,13231.6193406675,0.000102078,65481090.2648517,1e-04,"6_149_5",6,149,5,0,2373,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"1024","holiday",0.918337518656325,2624691.15594021,0.00732361672516431,69070.8198931634,0.0210328027889534,2624691.15594021,0.00732361672516431,69070.8198931634,0.0210328027889534,TRUE,0.7491605,0.898913761858692,0.973943036426827,0.974510899629879,0.0709807423279202,0.216900359555894,0.268767032025603,0.216900359555894,0.0379368847917179,0,13231.6193406675,0.000102078,65481090.2648517,1e-04,"6_149_5",6,149,5,0,2373,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"1025","competitor_sales_B",0.174802314517712,188540171.403953,0.526079401583806,952223.087898751,0.289962106282236,188540171.403953,0.526079401583806,952223.087898751,0.289962106282236,TRUE,0.7491605,0.898913761858692,0.973943036426827,0.974510899629879,0.0709807423279202,0.216900359555894,0.268767032025603,0.216900359555894,0.0379368847917179,0,13231.6193406675,0.000102078,65481090.2648517,1e-04,"6_149_5",6,149,5,0,2373,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"1026","events",0.981753390118361,2865151.66979909,0.00799456829104774,1432575.83489954,0.436234651076506,2865151.66979909,0.00799456829104774,1432575.83489954,0.436234651076506,TRUE,0.7491605,0.898913761858692,0.973943036426827,0.974510899629879,0.0709807423279202,0.216900359555894,0.268767032025603,0.216900359555894,0.0379368847917179,0,13231.6193406675,0.000102078,65481090.2648517,1e-04,"6_149_5",6,149,5,0,2373,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"1027","tv_S",207694.333731674,10036264.0462959,0.0280039619371096,50688.2022540197,0.0154350992703491,10036264.0462959,0.0280039619371096,50688.2022540197,0.0154350992703491,TRUE,0.7491605,0.898913761858692,0.973943036426827,0.974510899629879,0.0709807423279202,0.216900359555894,0.268767032025603,0.216900359555894,0.0379368847917179,0,13231.6193406675,0.000102078,65481090.2648517,1e-04,"6_149_5",6,149,5,0,2373,3,21871508.1,254319.861627907,0.342296512761419,0.34621784548714,0.811690975124149,0.458873892024661,2.17924797505424,206429.136478194,0.0374549810658209,3,FALSE,0.475858724179475,0.00368103164257572,0.431592701335139,0.520106204076154,0.000380610038169146
"1028","ooh_S",155224.965142345,7757508.85990666,0.0216456025705894,39179.3376762963,0.0119305270159232,7757508.85990666,0.0216456025705894,39179.3376762963,0.0119305270159232,TRUE,0.7491605,0.898913761858692,0.973943036426827,0.974510899629879,0.0709807423279202,0.216900359555894,0.268767032025603,0.216900359555894,0.0379368847917179,0,13231.6193406675,0.000102078,65481090.2648517,1e-04,"6_149_5",6,149,5,0,2373,3,15661807,190997.646341463,0.245112586435792,0.267608344243945,0.275226916336556,0.495313782113817,2.01892221882534,52567.6932301011,0.0757771322678309,3,FALSE,0.482509006574599,0.00973080177163868,0.36519679095471,0.599182106191916,0.765063269125859
"1029","print_S",123369.97216761,2646689.42763856,0.00738499800812789,13367.1183214069,0.00407043037777208,2646689.42763856,0.00738499800812789,13367.1183214069,0.00407043037777208,TRUE,0.7491605,0.898913761858692,0.973943036426827,0.974510899629879,0.0709807423279202,0.216900359555894,0.268767032025603,0.216900359555894,0.0379368847917179,0,13231.6193406675,0.000102078,65481090.2648517,1e-04,"6_149_5",6,149,5,0,2373,3,5084592.32,62772.744691358,0.0795755926839583,0.0913020130881078,0.137296037223253,0.520531295543192,1.9211140781775,8618.44909175046,0.685214691546207,3,FALSE,0.517626171992609,0.0244017478832834,0.223619938672092,0.810380496003576,0.0207627698982999
"1030","facebook_S",209421.405290743,5177474.25417248,0.0144465900135143,26148.859869558,0.0079626072724066,5177474.25417248,0.0144465900135143,26148.859869558,0.0079626072724066,TRUE,0.7491605,0.898913761858692,0.973943036426827,0.974510899629879,0.0709807423279202,0.216900359555894,0.268767032025603,0.216900359555894,0.0379368847917179,0,13231.6193406675,0.000102078,65481090.2648517,1e-04,"6_149_5",6,149,5,0,2373,3,12302572.72,135193.106813187,0.192539431702461,0.178605701591351,0.456584337580651,0.420844840506862,2.37617265022332,61727.0551197691,0.345896085178538,3,FALSE,0.383539295603642,0.0146759242239654,0.207109313428006,0.56000425842118,0.0248966390469864
