"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","df.int","iterations","robynPareto","total_spend","mean_spend","spend_share","effect_share","roi_mean","roi_total","cpa_total","mean_response","next_unit_response","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"132","newsletter",126331.951878979,6919927.27225616,0.0193202943376672,34949.1276376574,0.01090868206558,6919927.27225616,0.0193202943376672,34949.1276376574,0.01090868206558,TRUE,0.6204122,0.872352376586204,0.957988718479729,0.947050497175151,0.0803166441331,0.323708201999181,0.429185994658703,0.323708201999181,0.010383880435976,0,77316.9226610305,0.00108086,65481090.2648517,1e-04,"2_120_3",2,120,3,1,1907,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0.151917095207949
"133","(Intercept)",1052824.75321143,208459301.135862,0.582221756186025,1052824.75321143,0.328304830270114,208459301.135862,0.582221756186025,1052824.75321143,0.328304830270114,TRUE,0.6237125,0.871849529333795,0.957636704252415,0.944644171351013,0.0804746858826137,0.325061555022693,0.438829966136514,0.325061555022693,0.0119494451140606,0,80208.9331880533,0.00112503,65481090.2648517,1e-04,"2_122_14",2,122,14,1,1950,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"134","trend",-0.087025300985424,-30988673.7276462,-0.086550611756234,0,0,-30988673.7276462,-0.086550611756234,0,0,FALSE,0.6237125,0.871849529333795,0.957636704252415,0.944644171351013,0.0804746858826137,0.325061555022693,0.438829966136514,0.325061555022693,0.0119494451140606,0,80208.9331880533,0.00112503,65481090.2648517,1e-04,"2_122_14",2,122,14,1,1950,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"135","season",0.358327016481596,-2728742.71045487,-0.0076213119990525,-13781.5288406811,-0.00429752669957779,-2728742.71045487,-0.0076213119990525,-13781.5288406811,-0.00429752669957779,FALSE,0.6237125,0.871849529333795,0.957636704252415,0.944644171351013,0.0804746858826137,0.325061555022693,0.438829966136514,0.325061555022693,0.0119494451140606,0,80208.9331880533,0.00112503,65481090.2648517,1e-04,"2_122_14",2,122,14,1,1950,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"136","holiday",0.890450369742553,2544987.17822899,0.00710808726838087,66973.3467954996,0.0208844569670775,2544987.17822899,0.00710808726838087,66973.3467954996,0.0208844569670775,TRUE,0.6237125,0.871849529333795,0.957636704252415,0.944644171351013,0.0804746858826137,0.325061555022693,0.438829966136514,0.325061555022693,0.0119494451140606,0,80208.9331880533,0.00112503,65481090.2648517,1e-04,"2_122_14",2,122,14,1,1950,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"137","competitor_sales_B",0.131345932911956,141668517.22048,0.39567672175309,715497.561719597,0.223115295154787,141668517.22048,0.39567672175309,715497.561719597,0.223115295154787,TRUE,0.6237125,0.871849529333795,0.957636704252415,0.944644171351013,0.0804746858826137,0.325061555022693,0.438829966136514,0.325061555022693,0.0119494451140606,0,80208.9331880533,0.00112503,65481090.2648517,1e-04,"2_122_14",2,122,14,1,1950,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"138","events",0.822406373566383,2400112.91857424,0.00670345698600569,1200056.45928712,0.374216441035456,2400112.91857424,0.00670345698600569,1200056.45928712,0.374216441035456,TRUE,0.6237125,0.871849529333795,0.957636704252415,0.944644171351013,0.0804746858826137,0.325061555022693,0.438829966136514,0.325061555022693,0.0119494451140606,0,80208.9331880533,0.00112503,65481090.2648517,1e-04,"2_122_14",2,122,14,1,1950,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"139","tv_S",489964.36996971,10113910.1206536,0.0282479048920765,51080.3541447153,0.0159285075189056,10113910.1206536,0.0282479048920765,51080.3541447153,0.0159285075189056,TRUE,0.6237125,0.871849529333795,0.957636704252415,0.944644171351013,0.0804746858826137,0.325061555022693,0.438829966136514,0.325061555022693,0.0119494451140606,0,80208.9331880533,0.00112503,65481090.2648517,1e-04,"2_122_14",2,122,14,1,1950,3,21871508.1,254319.861627907,0.342296512761419,0.341159409100581,0.00908019447700515,0.462423993554136,2.16251754653585,2309.27380294644,0.0316553001302964,3,FALSE,0.475858724179475,0.00368103164257572,0.431592701335139,0.520106204076154,0.525071116421569
"140","ooh_S",134052.147220892,7401883.12026156,0.0206732794645304,37383.2480821291,0.0116573065736842,7401883.12026156,0.0206732794645304,37383.2480821291,0.0116573065736842,TRUE,0.6237125,0.871849529333795,0.957636704252415,0.944644171351013,0.0804746858826137,0.325061555022693,0.438829966136514,0.325061555022693,0.0119494451140606,0,80208.9331880533,0.00112503,65481090.2648517,1e-04,"2_122_14",2,122,14,1,1950,3,15661807,190997.646341463,0.245112586435792,0.249678120669002,0.29492795586725,0.472607223436067,2.11592195466153,56330.5454109437,0.139518311523716,3,FALSE,0.482509006574599,0.00973080177163868,0.36519679095471,0.599182106191916,0.642833724755184
"141","print_S",117475.90991619,2320344.90275434,0.00648066685860394,11718.9136502744,0.00365433653147671,2320344.90275434,0.00648066685860394,11718.9136502744,0.00365433653147671,TRUE,0.6237125,0.871849529333795,0.957636704252415,0.944644171351013,0.0804746858826137,0.325061555022693,0.438829966136514,0.325061555022693,0.0119494451140606,0,80208.9331880533,0.00112503,65481090.2648517,1e-04,"2_122_14",2,122,14,1,1950,3,5084592.32,62772.744691358,0.0795755926839583,0.0782691843698187,0.0767718886924369,0.456348268793817,2.19130884980263,4819.1821683637,0.436463059023481,3,FALSE,0.517626171992609,0.0244017478832834,0.223619938672092,0.810380496003576,0.0167919322208845
"142","facebook_S",128099.144067924,5902961.41523618,0.0164868276116747,29812.9364405868,0.00929663840836291,5902961.41523618,0.0164868276116747,29812.9364405868,0.00929663840836291,TRUE,0.6237125,0.871849529333795,0.957636704252415,0.944644171351013,0.0804746858826137,0.325061555022693,0.438829966136514,0.325061555022693,0.0119494451140606,0,80208.9331880533,0.00112503,65481090.2648517,1e-04,"2_122_14",2,122,14,1,1950,3,12302572.72,135193.106813187,0.192539431702461,0.199116939377681,0.279479786585994,0.479815202038179,2.08413571673461,37783.7406400469,0.498647859370976,3,FALSE,0.383539295603642,0.0146759242239654,0.207109313428006,0.56000425842118,0.306673929348456
"143","search_S",50784.2769951732,3906602.27683598,0.0109110451102269,19730.3145294746,0.00615255059592461,3906602.27683598,0.0109110451102269,19730.3145294746,0.00615255059592461,TRUE,0.6237125,0.871849529333795,0.957636704252415,0.944644171351013,0.0804746858826137,0.325061555022693,0.438829966136514,0.325061555022693,0.0119494451140606,0,80208.9331880533,0.00112503,65481090.2648517,1e-04,"2_122_14",2,122,14,1,1950,3,8975900,53747.9041916168,0.140475876416369,0.131776346482918,0.00707448692355428,0.435232375231005,2.29762319374619,380.238845372041,0.0494801341299649,3,FALSE,0.35617744942999,0.0268777533291748,0.033772563874361,0.680070755244852,0.342715320811906
"144","newsletter",117380.044992566,7039867.13464378,0.0196621776246733,35554.884518403,0.0110871636437899,7039867.13464378,0.0196621776246733,35554.884518403,0.0110871636437899,TRUE,0.6237125,0.871849529333795,0.957636704252415,0.944644171351013,0.0804746858826137,0.325061555022693,0.438829966136514,0.325061555022693,0.0119494451140606,0,80208.9331880533,0.00112503,65481090.2648517,1e-04,"2_122_14",2,122,14,1,1950,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0.227014164446786
"145","(Intercept)",933574.257803514,184847703.045096,0.516758930162208,933574.257803514,0.301976983517414,184847703.045096,0.516758930162208,933574.257803514,0.301976983517414,TRUE,0.6194279,0.870543452299453,0.955448736668751,0.94514058074972,0.0808837350684232,0.333350223497882,0.43685790735326,0.333350223497882,0.00733150213270176,0,78899.4423449368,0.00110503,65481090.2648517,1e-04,"2_127_1",2,127,1,1,2017,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"146","trend",-0.0245656494326578,-8747535.33232679,-0.0244545478543843,0,0,-8747535.33232679,-0.0244545478543843,0,0,FALSE,0.6194279,0.870543452299453,0.955448736668751,0.94514058074972,0.0808837350684232,0.333350223497882,0.43685790735326,0.333350223497882,0.00733150213270176,0,78899.4423449368,0.00110503,65481090.2648517,1e-04,"2_127_1",2,127,1,1,2017,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"147","season",0.350763404362018,-2671144.06316708,-0.00746743143491811,-13490.6265816519,-0.00436372220724246,-2671144.06316708,-0.00746743143491811,-13490.6265816519,-0.00436372220724246,FALSE,0.6194279,0.870543452299453,0.955448736668751,0.94514058074972,0.0808837350684232,0.333350223497882,0.43685790735326,0.333350223497882,0.00733150213270176,0,78899.4423449368,0.00110503,65481090.2648517,1e-04,"2_127_1",2,127,1,1,2017,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"148","holiday",0.906762214075438,2591607.89521792,0.00724508068680747,68200.2077688927,0.0220602623146081,2591607.89521792,0.00724508068680747,68200.2077688927,0.0220602623146081,TRUE,0.6194279,0.870543452299453,0.955448736668751,0.94514058074972,0.0808837350684232,0.333350223497882,0.43685790735326,0.333350223497882,0.00733150213270176,0,78899.4423449368,0.00110503,65481090.2648517,1e-04,"2_127_1",2,127,1,1,2017,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"149","competitor_sales_B",0.129710753944488,139904828.200382,0.391116947380835,706590.04141607,0.228555926330155,139904828.200382,0.391116947380835,706590.04141607,0.228555926330155,TRUE,0.6194279,0.870543452299453,0.955448736668751,0.94514058074972,0.0808837350684232,0.333350223497882,0.43685790735326,0.333350223497882,0.00733150213270176,0,78899.4423449368,0.00110503,65481090.2648517,1e-04,"2_127_1",2,127,1,1,2017,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"150","events",0.820828189285833,2395507.1414288,0.00669686280764157,1197753.5707144,0.387429288305923,2395507.1414288,0.00669686280764157,1197753.5707144,0.387429288305923,TRUE,0.6194279,0.870543452299453,0.955448736668751,0.94514058074972,0.0808837350684232,0.333350223497882,0.43685790735326,0.333350223497882,0.00733150213270176,0,78899.4423449368,0.00110503,65481090.2648517,1e-04,"2_127_1",2,127,1,1,2017,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"151","tv_S",390885.623868142,11632798.1678941,0.0325205682137544,58751.5058984551,0.0190039542971792,11632798.1678941,0.0325205682137544,58751.5058984551,0.0190039542971792,TRUE,0.6194279,0.870543452299453,0.955448736668751,0.94514058074972,0.0808837350684232,0.333350223497882,0.43685790735326,0.333350223497882,0.00733150213270176,0,78899.4423449368,0.00110503,65481090.2648517,1e-04,"2_127_1",2,127,1,1,2017,2,21871508.1,254319.861627907,0.342296512761419,0.347443658500948,0.00988491931717468,0.531869961353698,1.88015882200761,2513.93131294689,0.0381608698039599,3,FALSE,0.475858724179475,0.00368103164257572,0.431592701335139,0.520106204076154,0.55765320933038
"152","ooh_S",142534.257939609,8046688.84969349,0.0224952663885758,40639.8426752197,0.0131454964606233,8046688.84969349,0.0224952663885758,40639.8426752197,0.0131454964606233,TRUE,0.6194279,0.870543452299453,0.955448736668751,0.94514058074972,0.0808837350684232,0.333350223497882,0.43685790735326,0.333350223497882,0.00733150213270176,0,78899.4423449368,0.00110503,65481090.2648517,1e-04,"2_127_1",2,127,1,1,2017,2,15661807,190997.646341463,0.245112586435792,0.240335211907353,0.312249330686919,0.513777806717545,1.94636667237314,59638.8872328989,0.149212961470766,3,FALSE,0.482509006574599,0.00973080177163868,0.36519679095471,0.599182106191916,0.660608149960368
"153","print_S",32742.7267993242,2709559.05394072,0.00757482411119894,13684.6416865693,0.00442647896777869,2709559.05394072,0.00757482411119894,13684.6416865693,0.00442647896777869,TRUE,0.6194279,0.870543452299453,0.955448736668751,0.94514058074972,0.0808837350684232,0.333350223497882,0.43685790735326,0.333350223497882,0.00733150213270176,0,78899.4423449368,0.00110503,65481090.2648517,1e-04,"2_127_1",2,127,1,1,2017,2,5084592.32,62772.744691358,0.0795755926839583,0.0809280017617601,0.517734485988579,0.532896028513988,1.87653866137558,32499.6147068725,0.0227681061587646,3,FALSE,0.517626171992609,0.0244017478832834,0.223619938672092,0.810380496003576,0.291496861162214
"154","facebook_S",107946.165988904,6442686.39274956,0.018011128474102,32538.8201654018,0.0105251132179693,6442686.39274956,0.018011128474102,32538.8201654018,0.0105251132179693,TRUE,0.6194279,0.870543452299453,0.955448736668751,0.94514058074972,0.0808837350684232,0.333350223497882,0.43685790735326,0.333350223497882,0.00733150213270176,0,78899.4423449368,0.00110503,65481090.2648517,1e-04,"2_127_1",2,127,1,1,2017,2,12302572.72,135193.106813187,0.192539431702461,0.192427522472559,0.374104017251064,0.523686105287217,1.9095408297143,50576.2843634654,0.571695956132316,3,FALSE,0.383539295603642,0.0146759242239654,0.207109313428006,0.56000425842118,0.336161024203972
"155","search_S",63013.5319369489,4649374.13609588,0.0129977574236159,23481.6875560398,0.00759546347470486,4649374.13609588,0.0129977574236159,23481.6875560398,0.00759546347470486,TRUE,0.6194279,0.870543452299453,0.955448736668751,0.94514058074972,0.0808837350684232,0.333350223497882,0.43685790735326,0.333350223497882,0.00733150213270176,0,78899.4423449368,0.00110503,65481090.2648517,1e-04,"2_127_1",2,127,1,1,2017,2,8975900,53747.9041916168,0.140475876416369,0.13886560535738,0.00439789534789799,0.517984172739879,1.93056091793403,236.377657803578,0.037376777244333,3,FALSE,0.35617744942999,0.0268777533291748,0.033772563874361,0.680070755244852,0.27238317752906
"156","newsletter",105348.949970179,5903797.192527,0.0165046136405634,29817.1575380152,0.00964475532088674,5903797.192527,0.0165046136405634,29817.1575380152,0.00964475532088674,TRUE,0.6194279,0.870543452299453,0.955448736668751,0.94514058074972,0.0808837350684232,0.333350223497882,0.43685790735326,0.333350223497882,0.00733150213270176,0,78899.4423449368,0.00110503,65481090.2648517,1e-04,"2_127_1",2,127,1,1,2017,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0.178735334630248
"157","(Intercept)",935409.775350399,185211135.519379,0.518004059098949,935409.775350399,0.302246836555666,185211135.519379,0.518004059098949,935409.775350399,0.302246836555666,TRUE,0.6194279,0.870468843563566,0.95491891775538,0.945792294192174,0.080907039274008,0.335326522787627,0.434255284224727,0.335326522787627,0.00752139451852696,0,78899.4423449368,0.00110503,65481090.2648517,1e-04,"2_136_7",2,136,7,1,2167,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"158","trend",-0.0271568556430302,-9670233.01800018,-0.0270459977566125,0,0,-9670233.01800018,-0.0270459977566125,0,0,FALSE,0.6194279,0.870468843563566,0.95491891775538,0.945792294192174,0.080907039274008,0.335326522787627,0.434255284224727,0.335326522787627,0.00752139451852696,0,78899.4423449368,0.00110503,65481090.2648517,1e-04,"2_136_7",2,136,7,1,2167,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"159","season",0.351079926917449,-2673554.45528406,-0.00747747729193269,-13502.8002792124,-0.00436298483999287,-2673554.45528406,-0.00747747729193269,-13502.8002792124,-0.00436298483999287,FALSE,0.6194279,0.870468843563566,0.95491891775538,0.945792294192174,0.080907039274008,0.335326522787627,0.434255284224727,0.335326522787627,0.00752139451852696,0,78899.4423449368,0.00110503,65481090.2648517,1e-04,"2_136_7",2,136,7,1,2167,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"160","holiday",0.905662255801481,2588464.11562174,0.00723949407773994,68117.4767268879,0.0220099173617721,2588464.11562174,0.00723949407773994,68117.4767268879,0.0220099173617721,TRUE,0.6194279,0.870468843563566,0.95491891775538,0.945792294192174,0.080907039274008,0.335326522787627,0.434255284224727,0.335326522787627,0.00752139451852696,0,78899.4423449368,0.00110503,65481090.2648517,1e-04,"2_136_7",2,136,7,1,2167,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"161","competitor_sales_B",0.129650204860242,139839520.514076,0.39110736536229,706260.204616547,0.228204705847281,139839520.514076,0.39110736536229,706260.204616547,0.228204705847281,TRUE,0.6194279,0.870468843563566,0.95491891775538,0.945792294192174,0.080907039274008,0.335326522787627,0.434255284224727,0.335326522787627,0.00752139451852696,0,78899.4423449368,0.00110503,65481090.2648517,1e-04,"2_136_7",2,136,7,1,2167,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"162","events",0.820494883634185,2394534.42134045,0.00669710569198861,1197267.21067023,0.386857435610343,2394534.42134045,0.00669710569198861,1197267.21067023,0.386857435610343,TRUE,0.6194279,0.870468843563566,0.95491891775538,0.945792294192174,0.080907039274008,0.335326522787627,0.434255284224727,0.335326522787627,0.00752139451852696,0,78899.4423449368,0.00110503,65481090.2648517,1e-04,"2_136_7",2,136,7,1,2167,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"163","tv_S",391260.442597793,11643952.8135637,0.032566156481188,58807.8424927458,0.0190018159169206,11643952.8135637,0.032566156481188,58807.8424927458,0.0190018159169206,TRUE,0.6194279,0.870468843563566,0.95491891775538,0.945792294192174,0.080907039274008,0.335326522787627,0.434255284224727,0.335326522787627,0.00752139451852696,0,78899.4423449368,0.00110503,65481090.2648517,1e-04,"2_136_7",2,136,7,1,2167,3,21871508.1,254319.861627907,0.342296512761419,0.339856044498731,0.00989439792849965,0.532379969425321,1.87835767202033,2516.34191206748,0.0381974621154768,2,FALSE,0.600161696595261,0.00710505744350078,0.505041251438664,0.695133122660817,0.55765320933038
"164","ooh_S",144579.75494149,8592798.09797238,0.0240325954553726,43397.9701917797,0.0140226236127252,8592798.09797238,0.0240325954553726,43397.9701917797,0.0140226236127252,TRUE,0.6194279,0.870468843563566,0.95491891775538,0.945792294192174,0.080907039274008,0.335326522787627,0.434255284224727,0.335326522787627,0.00752139451852696,0,78899.4423449368,0.00110503,65481090.2648517,1e-04,"2_136_7",2,136,7,1,2167,3,15661807,190997.646341463,0.245112586435792,0.250800945307107,0.329008893552615,0.548646659863219,1.82266670546998,62839.9242939586,0.150096632714849,2,FALSE,0.640539081307268,0.0139188633764839,0.454393430088924,0.826784899906185,0.676322054252023
"165","print_S",33221.2200397396,2748711.91251681,0.00768767992261656,13882.3833965495,0.00448563461279656,2748711.91251681,0.00768767992261656,13882.3833965495,0.00448563461279656,TRUE,0.6194279,0.870468843563566,0.95491891775538,0.945792294192174,0.080907039274008,0.335326522787627,0.434255284224727,0.335326522787627,0.00752139451852696,0,78899.4423449368,0.00110503,65481090.2648517,1e-04,"2_136_7",2,136,7,1,2167,3,5084592.32,62772.744691358,0.0795755926839583,0.0802275973642151,0.525148749804759,0.54059632307292,1.84980910398296,32965.02839648,0.0237990295281634,2,FALSE,0.678574086342274,0.0186445493362042,0.429417933019047,0.928242509680955,0.291681933236767
"166","facebook_S",106151.388600639,6452386.86710925,0.0180462291247581,32587.8124601477,0.0105296774589077,6452386.86710925,0.0180462291247581,32587.8124601477,0.0105296774589077,TRUE,0.6194279,0.870468843563566,0.95491891775538,0.945792294192174,0.080907039274008,0.335326522787627,0.434255284224727,0.335326522787627,0.00752139451852696,0,78899.4423449368,0.00110503,65481090.2648517,1e-04,"2_136_7",2,136,7,1,2167,3,12302572.72,135193.106813187,0.192539431702461,0.188328028577795,0.366872679305125,0.524474596815003,1.90667003906908,49598.6573201378,0.562003867940803,2,FALSE,0.533223717914483,0.0142828367341774,0.341967863737473,0.724097238869242,0.35414587290918
"167","search_S",65374.5188874318,4823576.58636035,0.0134907236765355,24361.4979109109,0.00787161506257734,4823576.58636035,0.0134907236765355,24361.4979109109,0.00787161506257734,TRUE,0.6194279,0.870468843563566,0.95491891775538,0.945792294192174,0.080907039274008,0.335326522787627,0.434255284224727,0.335326522787627,0.00752139451852696,0,78899.4423449368,0.00110503,65481090.2648517,1e-04,"2_136_7",2,136,7,1,2167,3,8975900,53747.9041916168,0.140475876416369,0.140787384252153,0.00456267540714568,0.537391970316108,1.86083911788219,245.234240640712,0.0387772079234594,2,FALSE,0.646643686146597,0.0156083021717092,0.438082581069162,0.855674048839068,0.27238317752906
"168","newsletter",100407.064867721,5596359.51738441,0.0156520661571066,28264.442006992,0.00913272280100378,5596359.51738441,0.0156520661571066,28264.442006992,0.00913272280100378,TRUE,0.6194279,0.870468843563566,0.95491891775538,0.945792294192174,0.080907039274008,0.335326522787627,0.434255284224727,0.335326522787627,0.00752139451852696,0,78899.4423449368,0.00110503,65481090.2648517,1e-04,"2_136_7",2,136,7,1,2167,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,0.16041314649666
"169","(Intercept)",1022855.40876432,202525370.935335,0.565508372317411,1022855.40876432,0.31707678704202,202525370.935335,0.565508372317411,1022855.40876432,0.31707678704202,TRUE,0.6221648,0.872988937584023,0.959883458227373,0.945831121839078,0.080116129852806,0.316324246841233,0.434099733173707,0.316324246841233,0.0134864273527084,0,65715.0956891869,0.000903664,65481090.2648517,1e-04,"2_136_10",2,136,10,1,2170,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"170","trend",-0.0747081214296047,-26602672.7121019,-0.0742822199274826,0,0,-26602672.7121019,-0.0742822199274826,0,0,FALSE,0.6221648,0.872988937584023,0.959883458227373,0.945831121839078,0.080116129852806,0.316324246841233,0.434099733173707,0.316324246841233,0.0134864273527084,0,65715.0956891869,0.000903664,65481090.2648517,1e-04,"2_136_10",2,136,10,1,2170,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"171","season",0.359334271848784,-2736413.1919267,-0.00764084303614709,-13820.2686460945,-0.00428416992354283,-2736413.1919267,-0.00764084303614709,-13820.2686460945,-0.00428416992354283,FALSE,0.6221648,0.872988937584023,0.959883458227373,0.945831121839078,0.080116129852806,0.316324246841233,0.434099733173707,0.316324246841233,0.0134864273527084,0,65715.0956891869,0.000903664,65481090.2648517,1e-04,"2_136_10",2,136,10,1,2170,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"172","holiday",0.898945966113262,2569268.35612452,0.00717412716939313,67612.3251611716,0.0209592662294699,2569268.35612452,0.00717412716939313,67612.3251611716,0.0209592662294699,TRUE,0.6221648,0.872988937584023,0.959883458227373,0.945831121839078,0.080116129852806,0.316324246841233,0.434099733173707,0.316324246841233,0.0134864273527084,0,65715.0956891869,0.000903664,65481090.2648517,1e-04,"2_136_10",2,136,10,1,2170,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"173","competitor_sales_B",0.135095122805764,145712359.01488,0.406870302680968,735921.005125656,0.228129475410286,145712359.01488,0.406870302680968,735921.005125656,0.228129475410286,TRUE,0.6221648,0.872988937584023,0.959883458227373,0.945831121839078,0.080116129852806,0.316324246841233,0.434099733173707,0.316324246841233,0.0134864273527084,0,65715.0956891869,0.000903664,65481090.2648517,1e-04,"2_136_10",2,136,10,1,2170,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"174","events",0.850256101421945,2481389.63742437,0.00692874482078197,1240694.81871219,0.384605217361261,2481389.63742437,0.00692874482078197,1240694.81871219,0.384605217361261,TRUE,0.6221648,0.872988937584023,0.959883458227373,0.945831121839078,0.080116129852806,0.316324246841233,0.434099733173707,0.316324246841233,0.0134864273527084,0,65715.0956891869,0.000903664,65481090.2648517,1e-04,"2_136_10",2,136,10,1,2170,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"175","tv_S",415223.849637827,9576003.93292064,0.0267389234859871,48363.6562268719,0.0149923367414629,9576003.93292064,0.0267389234859871,48363.6562268719,0.0149923367414629,TRUE,0.6221648,0.872988937584023,0.959883458227373,0.945831121839078,0.080116129852806,0.316324246841233,0.434099733173707,0.316324246841233,0.0134864273527084,0,65715.0956891869,0.000903664,65481090.2648517,1e-04,"2_136_10",2,136,10,1,2170,3,21871508.1,254319.861627907,0.342296512761419,0.352022612552966,0.00591069461774676,0.437830070479714,2.28399113588598,1503.20703731017,0.0225630947386435,3,FALSE,0.475858724179475,0.00368103164257572,0.431592701335139,0.520106204076154,0.527394702672182
"176","ooh_S",113055.778053204,6507435.98555271,0.0181706100087809,32865.8383108723,0.0101881403038609,6507435.98555271,0.0181706100087809,32865.8383108723,0.0101881403038609,TRUE,0.6221648,0.872988937584023,0.959883458227373,0.945831121839078,0.080116129852806,0.316324246841233,0.434099733173707,0.316324246841233,0.0134864273527084,0,65715.0956891869,0.000903664,65481090.2648517,1e-04,"2_136_10",2,136,10,1,2170,3,15661807,190997.646341463,0.245112586435792,0.23921926439276,0.261759399962073,0.415497138073066,2.40675544634954,49995.4293005096,0.127168720478949,3,FALSE,0.482509006574599,0.00973080177163868,0.36519679095471,0.599182106191916,0.635508333075338
"177","print_S",103150.449274629,1986673.37388502,0.00554735646602408,10033.7039085102,0.00311036591309108,1986673.37388502,0.00554735646602408,10033.7039085102,0.00311036591309108,TRUE,0.6221648,0.872988937584023,0.959883458227373,0.945831121839078,0.080116129852806,0.316324246841233,0.434099733173707,0.316324246841233,0.0134864273527084,0,65715.0956891869,0.000903664,65481090.2648517,1e-04,"2_136_10",2,136,10,1,2170,3,5084592.32,62772.744691358,0.0795755926839583,0.0730319198136669,0.0300602059766908,0.390724221108256,2.5593499096718,1886.96163514444,0.20274036726596,3,FALSE,0.517626171992609,0.0244017478832834,0.223619938672092,0.810380496003576,0.026846111388314
"178","facebook_S",107531.802705522,5227128.54783189,0.0145956279123276,26399.6391304641,0.00818367159505835,5227128.54783189,0.0145956279123276,26399.6391304641,0.00818367159505835,TRUE,0.6221648,0.872988937584023,0.959883458227373,0.945831121839078,0.080116129852806,0.316324246841233,0.434099733173707,0.316324246841233,0.0134864273527084,0,65715.0956891869,0.000903664,65481090.2648517,1e-04,"2_136_10",2,136,10,1,2170,3,12302572.72,135193.106813187,0.192539431702461,0.192153998729276,0.380524546623314,0.42488093074502,2.3536005681557,51444.2956766852,0.760623065529217,3,FALSE,0.383539295603642,0.0146759242239654,0.207109313428006,0.56000425842118,0.10186356682413
"179","search_S",54154.6800838006,3905567.27332891,0.0109054533835249,19725.0872390349,0.00611461525479193,3905567.27332891,0.0109054533835249,19725.0872390349,0.00611461525479193,TRUE,0.6221648,0.872988937584023,0.959883458227373,0.945831121839078,0.080116129852806,0.316324246841233,0.434099733173707,0.316324246841233,0.0134864273527084,0,65715.0956891869,0.000903664,65481090.2648517,1e-04,"2_136_10",2,136,10,1,2170,3,8975900,53747.9041916168,0.140475876416369,0.143572204511332,0.0013378409168588,0.435117066069019,2.29823208047045,71.9061454229515,0.0120174454619928,3,FALSE,0.35617744942999,0.0268777533291748,0.033772563874361,0.680070755244852,0.305787627697271
