week,sales
2019-04-25,124.59
2019-04-25,180.3
2019-04-25,22.81
2019-04-25,45.88
2019-04-25,140.69
2019-04-25,159.83
2019-04-25,
2019-04-25,
2019-04-25,18.68
2019-04-25,
2019-04-26,67.13
2019-04-26,266.64
2019-04-26,20.5
2019-04-26,23.59
2019-04-26,19.18
2019-04-26,268.65
2019-04-26,0
2019-04-26,33.23
2019-04-26,9.89
2019-04-26,24.99
2019-04-26,160.94
2019-04-26,0
2019-04-26,0
2019-04-26,20.31
2019-04-26,0
2019-04-26,46.15
2019-04-26,105.91
2019-04-26,0
2019-04-26,61.09
2019-04-26,75.75
2019-04-26,141.29
2019-04-26,397.18
2019-04-26,68.95
2019-04-26,229.17
2019-04-26,18.68
2019-04-26,0
2019-04-26,23.4
2019-04-26,127.39
2019-04-26,0
2019-04-26,0
2019-04-26,44.52
2019-04-26,381.61
2019-04-26,274.39
2019-04-26,64.58
2019-04-26,177.9
2019-04-26,196.03
2019-04-26,
2019-04-26,
2019-04-26,0
2019-04-26,
2019-04-27,0
2019-04-27,65.38
2019-04-27,41
2019-04-27,23.22
2019-04-27,19.18
2019-04-27,49.98
2019-04-27,61.59
2019-04-27,0
2019-04-27,22.97
2019-04-27,183.22
2019-04-27,0
2019-04-27,0
2019-04-27,30.24
2019-04-27,0
2019-04-27,83.84
2019-04-27,63.1
2019-04-27,0
2019-04-27,155.42
2019-04-27,81.7
2019-04-27,151.38
2019-04-27,360.52
2019-04-27,293.02
2019-04-27,95.28
2019-04-27,50.55
2019-04-27,43.82
2019-04-27,65.12
2019-04-27,188.69
2019-04-27,158.87
2019-04-27,0
2019-04-27,18.68
2019-04-27,384.07
2019-04-27,69.81
2019-04-27,0
2019-04-27,200.74
2019-04-27,82.85
2019-04-27,
2019-04-27,
2019-04-27,23.8
2019-04-27,
2019-04-28,36.52
2019-04-28,198.72
2019-04-28,71.08
2019-04-28,19.74
2019-04-28,0
2019-04-28,138.17
2019-04-28,51.93
2019-04-28,0
2019-04-28,45.77
2019-04-28,152.2
2019-04-28,38.78
2019-04-28,0
2019-04-28,20.64
2019-04-28,0
2019-04-28,20.31
2019-04-28,27.93
2019-04-28,0
2019-04-28,114.74
2019-04-28,9.99
2019-04-28,97.64
2019-04-28,418.74
2019-04-28,151.98
2019-04-28,185.22
2019-04-28,37.36
2019-04-28,19.14
2019-04-28,19.74
2019-04-28,136.37
2019-04-28,0
2019-04-28,19.53
2019-04-28,66.36
2019-04-28,301.36
2019-04-28,56.31
2019-04-28,0
2019-04-28,170.43
2019-04-28,48.81
2019-04-28,
2019-04-28,
2019-04-28,0
2019-04-28,
2019-04-29,0
2019-04-29,103.2
2019-04-29,0
2019-04-29,37.76
2019-04-29,38.36
2019-04-29,110.18
2019-04-29,63.57
2019-04-29,37.76
2019-04-29,24.99
2019-04-29,134.59
2019-04-29,48.37
2019-04-29,32.58
2019-04-29,0
2019-04-29,50.82
2019-04-29,29.88
2019-04-29,0
2019-04-29,113.9
2019-04-29,132.84
2019-04-29,247.26
2019-04-29,217.42
2019-04-29,183.94
2019-04-29,267.11
2019-04-29,18.68
2019-04-29,38.04
2019-04-29,37.8
2019-04-29,218.93
2019-04-29,76.5
2019-04-29,0
2019-04-29,18.68
2019-04-29,56.79
2019-04-29,145.73
2019-04-29,0
2019-04-29,116.44
2019-04-29,167.49
2019-04-29,
2019-04-29,
2019-04-29,0
2019-04-29,
2019-04-30,186.8
2019-04-30,101.16
2019-04-30,0
2019-04-30,57.54
2019-04-30,168.7
2019-04-30,35.82
2019-04-30,67.39
2019-04-30,24.99
2019-04-30,38.41
2019-04-30,0
2019-04-30,9.93
2019-04-30,45.77
2019-04-30,20.64
2019-04-30,23.88
2019-04-30,142.75
2019-04-30,295.31
2019-04-30,133.44
2019-04-30,442.42
2019-04-30,171.4
2019-04-30,131.11
2019-04-30,0
2019-04-30,29.46
2019-04-30,38.23
2019-04-30,206.82
2019-04-30,0
2019-04-30,0
2019-04-30,56.04
2019-04-30,0
2019-04-30,184.08
2019-04-30,171.27
2019-04-30,200.16
2019-04-30,
2019-04-30,
2019-04-30,0
2019-04-30,
2019-05-01,0
2019-05-01,187.26
2019-05-01,20.5
2019-05-01,0
2019-05-01,57.54
2019-05-01,74.97
2019-05-01,0
2019-05-01,73.74
2019-05-01,19.74
2019-05-01,24.99
2019-05-01,157.3
2019-05-01,19.74
2019-05-01,0
2019-05-01,10.32
2019-05-01,24.99
2019-05-01,105.29
2019-05-01,11.94
2019-05-01,80.6
2019-05-01,218.62
2019-05-01,104.92
2019-05-01,145.8
2019-05-01,368.2
2019-05-01,156.33
2019-05-01,137.08
2019-05-01,18.68
2019-05-01,118.81
2019-05-01,0
2019-05-01,284.58
2019-05-01,0
2019-05-01,0
2019-05-01,18.68
2019-05-01,53.13
2019-05-01,99.96
2019-05-01,20.78
2019-05-01,220.51
2019-05-01,160.17
2019-05-01,
2019-05-01,
2019-05-01,0
2019-05-01,
2019-05-02,14.44
2019-05-02,140.75
2019-05-02,20.5
2019-05-02,19.74
2019-05-02,95.9
2019-05-02,47.96
2019-05-02,0
2019-05-02,68.33
2019-05-02,0
2019-05-02,0
2019-05-02,84.93
2019-05-02,0
2019-05-02,0
2019-05-02,20.64
2019-05-02,96.89
2019-05-02,52.64
2019-05-02,43.02
2019-05-02,24.99
2019-05-02,174.05
2019-05-02,40.96
2019-05-02,135.38
2019-05-02,318.62
2019-05-02,76.12
2019-05-02,86.49
2019-05-02,56.04
2019-05-02,106.16
2019-05-02,31.08
2019-05-02,201.38
2019-05-02,169.4
2019-05-02,37.82
2019-05-02,66.36
2019-05-02,76.81
2019-05-02,71.9
2019-05-02,24.99
2019-05-02,217.61
2019-05-02,101.28
2019-05-02,
2019-05-02,
2019-05-02,0
2019-05-02,
2019-05-03,0
2019-05-03,56.04
2019-05-03,0
2019-05-03,39.48
2019-05-03,118.87
2019-05-03,147.84
2019-05-03,0
2019-05-03,86.2
2019-05-03,9.89
2019-05-03,24.99
2019-05-03,150.04
2019-05-03,0
2019-05-03,0
2019-05-03,0
2019-05-03,23.94
2019-05-03,10.32
2019-05-03,72.46
2019-05-03,0
2019-05-03,113.55
2019-05-03,89.97
2019-05-03,54.66
2019-05-03,394.6
2019-05-03,320.51
2019-05-03,0
2019-05-03,56.04
2019-05-03,0
2019-05-03,19.74
2019-05-03,295.3
2019-05-03,65.32
2019-05-03,37.43
2019-05-03,149.49
2019-05-03,42.35
2019-05-03,355.42
2019-05-03,24.99
2019-05-03,176.04
2019-05-03,37.38
2019-05-03,
2019-05-03,
2019-05-03,0
2019-05-03,
2019-05-04,0
2019-05-04,140.69
2019-05-04,72.11
2019-05-04,155.32
2019-05-04,38.36
2019-05-04,97.94
2019-05-04,0
2019-05-04,50.43
2019-05-04,0
2019-05-04,0
2019-05-04,364.46
2019-05-04,19.74
2019-05-04,0
2019-05-04,59.96
2019-05-04,0
2019-05-04,40.89
2019-05-04,0
2019-05-04,0
2019-05-04,161.6
2019-05-04,95.54
2019-05-04,95.94
2019-05-04,362.33
2019-05-04,112.18
2019-05-04,38.25
2019-05-04,18.68
2019-05-04,48.12
2019-05-04,19.74
2019-05-04,272.5
2019-05-04,42.35
2019-05-04,0
2019-05-04,74.72
2019-05-04,0
2019-05-04,93.21
2019-05-04,44.28
2019-05-04,185.56
2019-05-04,134.57
2019-05-04,
2019-05-04,
2019-05-04,0
2019-05-04,
2019-05-05,0
2019-05-05,121.81
2019-05-05,20.5
2019-05-05,38.64
2019-05-05,38.36
2019-05-05,99.96
2019-05-05,0
2019-05-05,53.81
2019-05-05,50.06
2019-05-05,0
2019-05-05,297.64
2019-05-05,0
2019-05-05,0
2019-05-05,27.87
2019-05-05,49.98
2019-05-05,52.26
2019-05-05,71.7
2019-05-05,0
2019-05-05,149.54
2019-05-05,125.05
2019-05-05,233.39
2019-05-05,242.64
2019-05-05,163.2
2019-05-05,14.49
2019-05-05,18.68
2019-05-05,51.14
2019-05-05,58.52
2019-05-05,189.68
2019-05-05,42.35
2019-05-05,18.68
2019-05-05,37.26
2019-05-05,62.29
2019-05-05,215.62
2019-05-05,0
2019-05-05,276.19
2019-05-05,92.15
2019-05-05,
2019-05-05,
2019-05-05,0
2019-05-05,
2019-05-06,32.36
2019-05-06,188.76
2019-05-06,50.58
2019-05-06,60.36
2019-05-06,38.36
2019-05-06,52.35
2019-05-06,0
2019-05-06,20.25
2019-05-06,38.78
2019-05-06,0
2019-05-06,65.95
2019-05-06,25.03
2019-05-06,28.4
2019-05-06,30.18
2019-05-06,74.97
2019-05-06,52.24
2019-05-06,31.68
2019-05-06,0
2019-05-06,178.54
2019-05-06,100.74
2019-05-06,19.74
2019-05-06,505.44
2019-05-06,105.45
2019-05-06,71.33
2019-05-06,0
2019-05-06,56.1
2019-05-06,0
2019-05-06,226.07
2019-05-06,42.35
2019-05-06,50.92
2019-05-06,74.74
2019-05-06,48.08
2019-05-06,253.93
2019-05-06,113.52
2019-05-06,127.43
2019-05-06,94.96
2019-05-06,
2019-05-06,
2019-05-06,18.68
2019-05-06,
2019-05-06,
2019-05-07,0
2019-05-07,215.85
2019-05-07,71.08
2019-05-07,19.74
2019-05-07,19.18
2019-05-07,48.93
2019-05-07,0
2019-05-07,50.82
2019-05-07,49.37
2019-05-07,24.99
2019-05-07,295.66
2019-05-07,0
2019-05-07,0
2019-05-07,53.81
2019-05-07,0
2019-05-07,43.49
2019-05-07,23.88
2019-05-07,42.35
2019-05-07,205.69
2019-05-07,79.7
2019-05-07,86.69
2019-05-07,186.85
2019-05-07,238.99
2019-05-07,98.96
2019-05-07,37.36
2019-05-07,86.4
2019-05-07,140.28
2019-05-07,258.49
2019-05-07,0
2019-05-07,18.73
2019-05-07,112.12
2019-05-07,71.67
2019-05-07,230.76
2019-05-07,20.85
2019-05-07,153.9
2019-05-07,29
2019-05-07,
2019-05-07,
2019-05-07,19.04
2019-05-07,
2019-05-07,
2019-05-08,0
2019-05-08,88.26
2019-05-08,0
2019-05-08,19.04
2019-05-08,76.72
2019-05-08,47.96
2019-05-08,0
2019-05-08,40.59
2019-05-08,19.04
2019-05-08,69.81
2019-05-08,181.8
2019-05-08,0
2019-05-08,0
2019-05-08,55.68
2019-05-08,23.94
2019-05-08,83.91
2019-05-08,35.82
2019-05-08,0
2019-05-08,56.09
2019-05-08,20.25
2019-05-08,182.33
2019-05-08,252.75
2019-05-08,90.06
2019-05-08,0
2019-05-08,18.68
2019-05-08,37.4
2019-05-08,0
2019-05-08,148.11
2019-05-08,116.43
2019-05-08,0
2019-05-08,37.41
2019-05-08,239.78
2019-05-08,0
2019-05-08,0
2019-05-08,174.71
2019-05-08,57.59
2019-05-08,
2019-05-08,
2019-05-08,38.08
2019-05-08,
2019-05-08,
2019-05-09,0
2019-05-09,242.84
2019-05-09,22.8
2019-05-09,0
2019-05-09,0
2019-05-09,26.72
2019-05-09,0
2019-05-09,30.03
2019-05-09,19.74
2019-05-09,0
2019-05-09,94.52
2019-05-09,19.74
2019-05-09,0
2019-05-09,19.86
2019-05-09,20.63
2019-05-09,54.12
2019-05-09,231.99
2019-05-09,19.18
2019-05-09,38.44
2019-05-09,28.11
2019-05-09,183.05
2019-05-09,245.7
2019-05-09,74.81
2019-05-09,130.57
2019-05-09,0
2019-05-09,88.37
2019-05-09,82.15
2019-05-09,232.38
2019-05-09,42.35
2019-05-09,37.41
2019-05-09,56.09
2019-05-09,136.81
2019-05-09,287.51
2019-05-09,0
2019-05-09,125.94
2019-05-09,65.67
2019-05-09,
2019-05-09,
2019-05-09,19.04
2019-05-09,
2019-05-09,
2019-05-10,0
2019-05-10,132.06
2019-05-10,29.58
2019-05-10,39.48
2019-05-10,19.18
2019-05-10,95.75
2019-05-10,62.59
2019-05-10,58.52
2019-05-10,24.99
2019-05-10,109.44
2019-05-10,0
2019-05-10,0
2019-05-10,0
2019-05-10,62.04
2019-05-10,161.75
2019-05-10,73.75
2019-05-10,0
2019-05-10,93.48
2019-05-10,69.21
2019-05-10,44.77
2019-05-10,460.9
2019-05-10,243.85
2019-05-10,88.17
2019-05-10,0
2019-05-10,18.7
2019-05-10,44.77
2019-05-10,146.67
2019-05-10,0
2019-05-10,18.75
2019-05-10,75.98
2019-05-10,308.3
2019-05-10,233.03
2019-05-10,0
2019-05-10,135.24
2019-05-10,102.64
2019-05-10,
2019-05-10,
2019-05-10,0
2019-05-10,
2019-05-10,
2019-05-11,0
2019-05-11,181.66
2019-05-11,22.8
2019-05-11,140.17
2019-05-11,28.57
2019-05-11,94.49
2019-05-11,63.84
2019-05-11,136.82
2019-05-11,0
2019-05-11,163.5
2019-05-11,0
2019-05-11,28.4
2019-05-11,20.64
2019-05-11,0
2019-05-11,20.49
2019-05-11,0
2019-05-11,0
2019-05-11,69.62
2019-05-11,45.53
2019-05-11,135.72
2019-05-11,215.4
2019-05-11,18.7
2019-05-11,74.22
2019-05-11,0
2019-05-11,66.25
2019-05-11,19.74
2019-05-11,256.58
2019-05-11,42.35
2019-05-11,0
2019-05-11,37.36
2019-05-11,146.68
2019-05-11,226.13
2019-05-11,39.05
2019-05-11,88.76
2019-05-11,93.02
2019-05-11,
2019-05-11,
2019-05-11,0
2019-05-11,
2019-05-11,
2019-05-12,0
2019-05-12,261.54
2019-05-12,0
2019-05-12,19.74
2019-05-12,172.62
2019-05-12,73.92
2019-05-12,30.23
2019-05-12,19.74
2019-05-12,22.97
2019-05-12,226.71
2019-05-12,0
2019-05-12,0
2019-05-12,42.75
2019-05-12,86.64
2019-05-12,72.08
2019-05-12,71.76
2019-05-12,0
2019-05-12,215.08
2019-05-12,63.7
2019-05-12,96.6
2019-05-12,271.66
2019-05-12,103.35
2019-05-12,0
2019-05-12,18.68
2019-05-12,61.28
2019-05-12,19.04
2019-05-12,329.6
2019-05-12,455.88
2019-05-12,56.08
2019-05-12,69.6
2019-05-12,112.92
2019-05-12,210.59
2019-05-12,23.94
2019-05-12,176.86
2019-05-12,90.7
2019-05-12,
2019-05-12,
2019-05-12,48.67
2019-05-12,
2019-05-12,
2019-05-13,0
2019-05-13,56.04
2019-05-13,23.12
2019-05-13,183.84
2019-05-13,45.36
2019-05-13,19.18
2019-05-13,20.49
2019-05-13,0
2019-05-13,0
2019-05-13,180.28
2019-05-13,0
2019-05-13,28.4
2019-05-13,30.51
2019-05-13,20.63
2019-05-13,20.34
2019-05-13,65.7
2019-05-13,38.25
2019-05-13,93.46
2019-05-13,85.01
2019-05-13,168.37
2019-05-13,383.79
2019-05-13,130.88
2019-05-13,0
2019-05-13,37.36
2019-05-13,175.71
2019-05-13,58.14
2019-05-13,194.6
2019-05-13,14.44
2019-05-13,32.24
2019-05-13,66.23
2019-05-13,42.35
2019-05-13,254.3
2019-05-13,110.82
2019-05-13,160.38
2019-05-13,10.17
2019-05-13,
2019-05-13,
2019-05-13,0
2019-05-13,
2019-05-13,
2019-05-14,0
2019-05-14,93.4
2019-05-14,23.12
2019-05-14,0
2019-05-14,38.36
2019-05-14,82.58
2019-05-14,41.4
2019-05-14,0
2019-05-14,0
2019-05-14,126.7
2019-05-14,0
2019-05-14,28.4
2019-05-14,11.94
2019-05-14,24.99
2019-05-14,71.34
2019-05-14,23.88
2019-05-14,0
2019-05-14,144.6
2019-05-14,92.4
2019-05-14,184.75
2019-05-14,433.01
2019-05-14,203.76
2019-05-14,110.01
2019-05-14,42.56
2019-05-14,117.06
2019-05-14,57.82
2019-05-14,264.43
2019-05-14,86.15
2019-05-14,88.36
2019-05-14,37.16
2019-05-14,52.12
2019-05-14,384.85
2019-05-14,141.22
2019-05-14,140.88
2019-05-14,80.9
2019-05-14,
2019-05-14,
2019-05-14,0
2019-05-14,
2019-05-14,
2019-05-15,0
2019-05-15,141.08
2019-05-15,29.08
2019-05-15,71
2019-05-15,38.36
2019-05-15,24.99
2019-05-15,39.38
2019-05-15,0
2019-05-15,0
2019-05-15,140.32
2019-05-15,0
2019-05-15,28.4
2019-05-15,33.08
2019-05-15,0
2019-05-15,41.59
2019-05-15,29.88
2019-05-15,42.35
2019-05-15,173.85
2019-05-15,22.91
2019-05-15,183.27
2019-05-15,256.4
2019-05-15,10.17
2019-05-15,62.6
2019-05-15,0
2019-05-15,74.78
2019-05-15,0
2019-05-15,155.82
2019-05-15,194.18
2019-05-15,62.32
2019-05-15,18.68
2019-05-15,109.37
2019-05-15,410.76
2019-05-15,41.26
2019-05-15,226.17
2019-05-15,18.7
2019-05-15,
2019-05-15,
2019-05-15,0
2019-05-15,
2019-05-15,
2019-05-16,132.41
2019-05-16,0
2019-05-16,0
2019-05-16,19.18
2019-05-16,123.9
2019-05-16,51.72
2019-05-16,164.74
2019-05-16,0
2019-05-16,10.17
2019-05-16,0
2019-05-16,10.17
2019-05-16,16.05
2019-05-16,186.96
2019-05-16,47.19
2019-05-16,38.08
2019-05-16,224.18
2019-05-16,18.68
2019-05-16,56.79
2019-05-16,0
2019-05-16,18.7
2019-05-16,0
2019-05-16,187.59
2019-05-16,14.44
2019-05-16,32.24
2019-05-16,18.68
2019-05-16,162.16
2019-05-16,346.43
2019-05-16,0
2019-05-16,216.05
2019-05-16,0
2019-05-16,
2019-05-16,
2019-05-16,0
2019-05-16,
2019-05-16,
2019-05-17,152.72
2019-05-17,22.73
2019-05-17,19.74
2019-05-17,85.09
2019-05-17,86.88
2019-05-17,0
2019-05-17,125.61
2019-05-17,0
2019-05-17,33.02
2019-05-17,24.99
2019-05-17,0
2019-05-17,51.97
2019-05-17,180.43
2019-05-17,53.23
2019-05-17,98.74
2019-05-17,299.04
2019-05-17,220.86
2019-05-17,38.25
2019-05-17,18.68
2019-05-17,0
2019-05-17,19.74
2019-05-17,126.34
2019-05-17,38.25
2019-05-17,0
2019-05-17,83.12
2019-05-17,197.62
2019-05-17,169.43
2019-05-17,0
2019-05-17,202.25
2019-05-17,73.07
2019-05-17,
2019-05-17,
2019-05-17,0
2019-05-17,
2019-05-18,18.68
2019-05-18,0
2019-05-18,19.04
2019-05-18,19.18
2019-05-18,36.95
2019-05-18,10.17
2019-05-18,0
2019-05-18,0
2019-05-18,81.24
2019-05-18,0
2019-05-18,0
2019-05-18,33.02
2019-05-18,20.63
2019-05-18,13.54
2019-05-18,46.14
2019-05-18,213.57
2019-05-18,22.82
2019-05-18,131.93
2019-05-18,445.95
2019-05-18,86.4
2019-05-18,40.52
2019-05-18,0
2019-05-18,13.54
2019-05-18,19.74
2019-05-18,171.46
2019-05-18,67.13
2019-05-18,13.54
2019-05-18,45.2
2019-05-18,67.13
2019-05-18,216.96
2019-05-18,20.5
2019-05-18,291.4
2019-05-18,109.13
2019-05-18,
2019-05-18,
2019-05-18,0
2019-05-18,
2019-05-18,
2019-05-19,125.62
2019-05-19,9.39
2019-05-19,39.52
2019-05-19,19.18
2019-05-19,24.99
2019-05-19,10.17
2019-05-19,0
2019-05-19,93.33
2019-05-19,39.52
2019-05-19,20.34
2019-05-19,0
2019-05-19,26.25
2019-05-19,29.88
2019-05-19,188.45
2019-05-19,71.78
2019-05-19,146.44
2019-05-19,444.28
2019-05-19,182.9
2019-05-19,14.44
2019-05-19,0
2019-05-19,0
2019-05-19,29.67
2019-05-19,167.15
2019-05-19,0
2019-05-19,27.08
2019-05-19,0
2019-05-19,80.6
2019-05-19,211.83
2019-05-19,23.94
2019-05-19,200.53
2019-05-19,29.43
2019-05-19,
2019-05-19,
2019-05-19,0
2019-05-19,
2019-05-19,
2019-05-20,130.86
2019-05-20,22.73
2019-05-20,0
2019-05-20,57.54
2019-05-20,0
2019-05-20,10.17
2019-05-20,0
2019-05-20,172.61
2019-05-20,0
2019-05-20,10.17
2019-05-20,89.99
2019-05-20,33.9
2019-05-20,35.88
2019-05-20,435.53
2019-05-20,108.48
2019-05-20,79.12
2019-05-20,321.06
2019-05-20,0
2019-05-20,40.52
2019-05-20,18.68
2019-05-20,18.7
2019-05-20,19.78
2019-05-20,167.41
2019-05-20,0
2019-05-20,13.54
2019-05-20,106.94
2019-05-20,267.83
2019-05-20,365.12
2019-05-20,61.68
2019-05-20,140.45
2019-05-20,51.24
2019-05-20,
2019-05-20,
2019-05-20,0
2019-05-20,
2019-05-20,
2019-05-21,18.68
2019-05-21,0
2019-05-21,20.34
2019-05-21,76.72
2019-05-21,174.93
2019-05-21,22.82
2019-05-21,0
2019-05-21,223.19
2019-05-21,38.82
2019-05-21,34.05
2019-05-21,43.12
2019-05-21,33.88
2019-05-21,67.92
2019-05-21,150.94
2019-05-21,66.34
2019-05-21,72.14
2019-05-21,237.7
2019-05-21,178.04
2019-05-21,62.91
2019-05-21,0
2019-05-21,98.08
2019-05-21,38.82
2019-05-21,184.59
2019-05-21,171.71
2019-05-21,35.1
2019-05-21,18.68
2019-05-21,129.99
2019-05-21,261.83
2019-05-21,20.5
2019-05-21,159.12
2019-05-21,63.54
2019-05-21,
2019-05-21,
2019-05-21,13.54
2019-05-21,
2019-05-21,
2019-05-22,152.71
2019-05-22,141.76
2019-05-22,19.04
2019-05-22,0
2019-05-22,95.47
2019-05-22,61.02
2019-05-22,19.78
2019-05-22,186.73
2019-05-22,0
2019-05-22,49.19
2019-05-22,23.94
2019-05-22,20.34
2019-05-22,28.86
2019-05-22,231.04
2019-05-22,34.92
2019-05-22,29.67
2019-05-22,322.69
2019-05-22,115.44
2019-05-22,0
2019-05-22,0
2019-05-22,0
2019-05-22,13.54
2019-05-22,280.95
2019-05-22,38.25
2019-05-22,0
2019-05-22,0
2019-05-22,38.25
2019-05-22,274.52
2019-05-22,0
2019-05-22,285.39
2019-05-22,47.63
2019-05-22,
2019-05-22,
2019-05-22,19.04
2019-05-22,
2019-05-22,
2019-05-23,83.12
2019-05-23,0
2019-05-23,0
2019-05-23,0
2019-05-23,115.85
2019-05-23,61.17
2019-05-23,0
2019-05-23,176.93
2019-05-23,19.04
2019-05-23,14.43
2019-05-23,0
2019-05-23,10.17
2019-05-23,16.38
2019-05-23,198.39
2019-05-23,48.17
2019-05-23,32.58
2019-05-23,359.22
2019-05-23,184.56
2019-05-23,91
2019-05-23,38.66
2019-05-23,37.25
2019-05-23,19.78
2019-05-23,158.24
2019-05-23,136.54
2019-05-23,29.75
2019-05-23,0
2019-05-23,287.15
2019-05-23,166.07
2019-05-23,0
2019-05-23,322.67
2019-05-23,20.21
2019-05-23,
2019-05-23,
2019-05-23,19.04
2019-05-23,
2019-05-23,
2019-05-24,18.68
2019-05-24,59.07
2019-05-24,38.82
2019-05-24,57.54
2019-05-24,120.52
2019-05-24,20.34
2019-05-24,37.72
2019-05-24,18.68
2019-05-24,0
2019-05-24,20.49
2019-05-24,24.99
2019-05-24,76.16
2019-05-24,0
2019-05-24,23.71
2019-05-24,30.51
2019-05-24,180.72
2019-05-24,286.7
2019-05-24,64.46
2019-05-24,0
2019-05-24,0
2019-05-24,10.17
2019-05-24,0
2019-05-24,162.15
2019-05-24,122.95
2019-05-24,0
2019-05-24,56.6
2019-05-24,153.57
2019-05-24,118.42
2019-05-24,0
2019-05-24,153.24
2019-05-24,11.62
2019-05-24,
2019-05-24,
2019-05-24,0
2019-05-24,
2019-05-24,
2019-05-25,94.72
2019-05-25,0
2019-05-25,23.52
2019-05-25,19.18
2019-05-25,23.94
2019-05-25,66.13
2019-05-25,0
2019-05-25,140.83
2019-05-25,19.78
2019-05-25,20.34
2019-05-25,44.57
2019-05-25,29
2019-05-25,50.41
2019-05-25,74.78
2019-05-25,112.77
2019-05-25,107.85
2019-05-25,217.1
2019-05-25,37.38
2019-05-25,38.25
2019-05-25,18.68
2019-05-25,0
2019-05-25,19.78
2019-05-25,253.44
2019-05-25,0
2019-05-25,0
2019-05-25,0
2019-05-25,222.09
2019-05-25,91.24
2019-05-25,20.63
2019-05-25,240.28
2019-05-25,135.22
2019-05-25,
2019-05-25,
2019-05-25,0
2019-05-25,
2019-05-25,
2019-05-26,48.83
2019-05-26,36.34
2019-05-26,49.73
2019-05-26,57.29
2019-05-26,92.27
2019-05-26,43.32
2019-05-26,58.6
2019-05-26,45.73
2019-05-26,19.78
2019-05-26,10.17
2019-05-26,23.94
2019-05-26,10.17
2019-05-26,53.82
2019-05-26,223.64
2019-05-26,22.83
2019-05-26,19.78
2019-05-26,395.47
2019-05-26,104.57
2019-05-26,91.96
2019-05-26,0
2019-05-26,63.77
2019-05-26,38.82
2019-05-26,161.9
2019-05-26,0
2019-05-26,0
2019-05-26,0
2019-05-26,172.11
2019-05-26,204.51
2019-05-26,23.94
2019-05-26,281.69
2019-05-26,134.52
2019-05-26,
2019-05-26,
2019-05-26,0
2019-05-26,
2019-05-26,
2019-05-27,56.04
2019-05-27,0
2019-05-27,0
2019-05-27,16.9
2019-05-27,0
2019-05-27,10.17
2019-05-27,19.04
2019-05-27,172.42
2019-05-27,18.7
2019-05-27,20.49
2019-05-27,53.96
2019-05-27,77.76
2019-05-27,17.94
2019-05-27,162.12
2019-05-27,74.43
2019-05-27,19.78
2019-05-27,174.62
2019-05-27,154.78
2019-05-27,109.48
2019-05-27,10.79
2019-05-27,0
2019-05-27,19.04
2019-05-27,135.5
2019-05-27,0
2019-05-27,0
2019-05-27,0
2019-05-27,195.35
2019-05-27,377.07
2019-05-27,20.5
2019-05-27,145.72
2019-05-27,99.11
2019-05-27,
2019-05-27,
2019-05-27,0
2019-05-27,
2019-05-27,
2019-05-27,
2019-05-28,38.66
2019-05-28,0
2019-05-28,39.56
2019-05-28,38.36
2019-05-28,578.68
2019-05-28,68.67
2019-05-28,19.04
2019-05-28,163.97
2019-05-28,0
2019-05-28,50.29
2019-05-28,0
2019-05-28,20.34
2019-05-28,103.57
2019-05-28,226.11
2019-05-28,30.81
2019-05-28,57.86
2019-05-28,394.19
2019-05-28,169.36
2019-05-28,98.04
2019-05-28,0
2019-05-28,19.04
2019-05-28,48.47
2019-05-28,214.62
2019-05-28,56.74
2019-05-28,0
2019-05-28,0
2019-05-28,268.75
2019-05-28,113.92
2019-05-28,20.63
2019-05-28,230.86
2019-05-28,30.48
2019-05-28,
2019-05-28,
2019-05-28,0
2019-05-28,
2019-05-28,
2019-05-28,
2019-05-29,214.88
2019-05-29,35.21
2019-05-29,38.08
2019-05-29,57.54
2019-05-29,343.33
2019-05-29,20.34
2019-05-29,0
2019-05-29,141.18
2019-05-29,19.78
2019-05-29,0
2019-05-29,20.63
2019-05-29,61.86
2019-05-29,0
2019-05-29,248.94
2019-05-29,40.98
2019-05-29,79.42
2019-05-29,241
2019-05-29,186.98
2019-05-29,0
2019-05-29,0
2019-05-29,0
2019-05-29,83.98
2019-05-29,601.22
2019-05-29,185.66
2019-05-29,0
2019-05-29,10.17
2019-05-29,371.42
2019-05-29,44.57
2019-05-29,24.99
2019-05-29,347.14
2019-05-29,51.07
2019-05-29,
2019-05-29,
2019-05-29,19.04
2019-05-29,
2019-05-29,
2019-05-29,
2019-05-30,296.61
2019-05-30,0
2019-05-30,29.83
2019-05-30,100.61
2019-05-30,172.83
2019-05-30,41.13
2019-05-30,19.78
2019-05-30,66.09
2019-05-30,0
2019-05-30,30.96
2019-05-30,23.94
2019-05-30,41.13
2019-05-30,0
2019-05-30,339.88
2019-05-30,20.34
2019-05-30,38.82
2019-05-30,317.24
2019-05-30,108.98
2019-05-30,0
2019-05-30,18.68
2019-05-30,37.4
2019-05-30,97.26
2019-05-30,173.96
2019-05-30,76.5
2019-05-30,0
2019-05-30,96.02
2019-05-30,463.7
2019-05-30,151.61
2019-05-30,82.04
2019-05-30,247.3
2019-05-30,80.89
2019-05-30,
2019-05-30,
2019-05-30,0
2019-05-30,
2019-05-30,
2019-05-30,
2019-05-31,18.68
2019-05-31,0
2019-05-31,39.56
2019-05-31,19.18
2019-05-31,263.73
2019-05-31,30.81
2019-05-31,19.78
2019-05-31,122.15
2019-05-31,0
2019-05-31,10.32
